Unnamed: 0,ROI,Yeo_Network,Yeo_Index,hist_g2_value,SC_pos_coefs,SC_neg_coefs
76.0,Thalamus_L,Subcortex,8.0,-0.5,0.0298670788039908,-0.0070347371041467
77.0,Thalamus_R,Subcortex,8.0,-0.5,0.0232433291902239,-0.0052788869402245
78.0,Heschl_L,SomMot,2.0,-0.319112,0.0234893950055874,-0.0116335718538839
79.0,Heschl_R,SomMot,2.0,-0.316199,0.0179267836339404,-0.0117343142557644
80.0,Temporal_Sup_L,SomMot,2.0,-0.11375,0.0274200377841493,-0.0105376974406574
81.0,Temporal_Sup_R,SomMot,2.0,-0.0237426,0.0377697826635567,-0.0151443932265926
82.0,Temporal_Pole_Sup_L,Limbic,5.0,0.362285,0.0069447062236331,-0.0023127907217387
83.0,Temporal_Pole_Sup_R,Limbic,5.0,0.378884,0.0021715889965598,-0.0027857123738923
84.0,Temporal_Mid_L,Default,7.0,-0.00254664,0.0194766892617115,-0.010747217450257
85.0,Temporal_Mid_R,Default,7.0,0.0448413,0.0257394060182539,-0.0077920711769094
86.0,Temporal_Pole_Mid_L,Limbic,5.0,0.313014,0.0049566941625024,-0.0050559334377053
87.0,Temporal_Pole_Mid_R,Limbic,5.0,0.343846,0.0023597992991576,-0.003564254545259
88.0,Temporal_Inf_L,Limbic,5.0,0.146315,0.0355509597676024,-0.0050711230287791
89.0,Temporal_Inf_R,Limbic,5.0,0.200466,0.0287356299815145,-0.0076532181065913
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
