Unnamed: 0,ROI,Yeo_Network,Yeo_Index,hist_g2_value,SC_pos_coefs,SC_neg_coefs
59.0,Parietal_Sup_R,RH_DorsAttn,3.0,-0.0924135,0.077819728253723,-0.0328434415414946
60.0,Parietal_Inf_L,LH_Cont,6.0,-0.104041,0.0565332268105181,-0.0343601614491294
61.0,Parietal_Inf_R,RH_DorsAttn,3.0,-0.0471231,0.0560214082382028,-0.0501131126087491
62.0,SupraMarginal_L,LH_DorsAttn,3.0,0.0947953,0.0560321458205593,-0.0299507925198479
63.0,SupraMarginal_R,RH_SalVentAttn,4.0,0.0913658,0.0569148868524904,-0.0408261075425032
64.0,Angular_L,LH_Default,7.0,-0.0185315,0.0358856746578857,-0.0504660468412801
65.0,Angular_R,RH_Default,7.0,-0.0225046,0.0333992062080913,-0.0503885712997154
66.0,Precuneus_L,LH_Default,7.0,0.00802713,0.0686089343306797,-0.0279393732758731
67.0,Precuneus_R,RH_Default,7.0,0.00612811,0.1051841171730329,-0.0287779539341799
68.0,Paracentral_Lobule_L,LH_SomMot,2.0,-0.132279,0.0233658985453806,-0.0621475968134533
69.0,Paracentral_Lobule_R,RH_SomMot,2.0,-0.146459,0.0379510323534147,-0.0427045391116181
70.0,Caudate_L,Subcortex,8.0,-0.5,0.0792085756819509,-0.0395514899361205
71.0,Caudate_R,Subcortex,8.0,-0.5,0.0790461180494738,-0.038690968216691
72.0,Putamen_L,Subcortex,8.0,-0.5,0.065933976711595,-0.0480171042648367
73.0,Putamen_R,Subcortex,8.0,-0.5,0.0841673634856489,-0.0571664438018512
74.0,Pallidum_L,Subcortex,8.0,-0.5,0.0577534901111974,-0.0340220547093272
75.0,Pallidum_R,Subcortex,8.0,-0.5,0.0820200352869996,-0.0477068974971346
76.0,Thalamus_L,Subcortex,8.0,-0.5,0.0910912880849097,-0.0304943583185821
77.0,Thalamus_R,Subcortex,8.0,-0.5,0.0749319507933784,-0.0278048868219579
78.0,Heschl_L,LH_SomMot,2.0,-0.319112,0.0611479260658167,-0.043234764256934
79.0,Heschl_R,RH_SomMot,2.0,-0.316199,0.0496841243744442,-0.0564223811175207
80.0,Temporal_Sup_L,LH_SomMot,2.0,-0.11375,0.0940403900144303,-0.04438805549571
81.0,Temporal_Sup_R,RH_SomMot,2.0,-0.0237426,0.1094137860629033,-0.0592141135642659
82.0,Temporal_Pole_Sup_L,LH_Limbic,5.0,0.362285,0.0225067681758521,-0.0113957712236703
83.0,Temporal_Pole_Sup_R,RH_Limbic,5.0,0.378884,0.0081889899310494,-0.0099885126701739
84.0,Temporal_Mid_L,LH_Default,7.0,-0.00254664,0.0748777358523266,-0.0394375391041798
85.0,Temporal_Mid_R,RH_Default,7.0,0.0448413,0.0779889245113171,-0.037521660973012
86.0,Temporal_Pole_Mid_L,LH_Limbic,5.0,0.313014,0.0289617872608373,-0.0134608764730857
87.0,Temporal_Pole_Mid_R,RH_Limbic,5.0,0.343846,0.0096416515599192,-0.0101106669512331
88.0,Temporal_Inf_L,LH_Limbic,5.0,0.146315,0.1086109553297417,-0.0194377641738522
89.0,Temporal_Inf_R,RH_Limbic,5.0,0.200466,0.1041466374777928,-0.0163394587349293
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
